Title,Price,SKU#,Article-Code,Availability,Sizes,URL
DARK PURPLE BLENDED FORMAL KURTA TROUSER,"PKR 4,290.00",J-10000140091,JCKP-A-39387/S25/JJ9814-FL,In stock,"2 Years,4 Years,6 Years,8 Years",https://www.junaidjamshed.com/dark-purple-blended-formal-kurta-trouser-jckpa39387.html
MAROON BLENDED SEMI-FORMAL KURTA TROUSER,"PKR 3,790.00",J-10000145033,JCKP-A-39411/S25/JJ9844-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/maroon-blended-semi-formal-kurta-trouser-jckpa39411.html
MAROON BLENDED SEMI-FORMAL KURTA TROUSER,"PKR 4,290.00",J-10000140081,JCKP-A-39385/S25/JJ9865-SF,In stock,"2 Years,4 Years,6 Years,8 Years",https://www.junaidjamshed.com/maroon-blended-semi-formal-kurta-trouser-jckpa39385.html
CREAM BLENDED FORMAL KURTA TROUSER,"PKR 4,290.00",J-10000144006,JCKP-A-39408/S25/JJ9814-FL,In stock,"2 Years,4 Years,6 Years,8 Years",https://www.junaidjamshed.com/cream-blended-formal-kurta-trouser-jckpa39408.html
PLUM BLENDED PLAIN KURTA TROUSER,"PKR 3,790.00",J-10000145043,JCKP-A-39436/S25/JJ9820-PN,In stock,"2 Years,4 Years,6 Years",https://www.junaidjamshed.com/plum-blended-plain-kurta-trouser-jckpa39436.html
PERIWINKLE BLENDED PLAIN KURTA TROUSER,"PKR 3,790.00",J-10000145038,JCKP-A-39435/S25/JJ9820-PN,In stock,"2 Years,4 Years,6 Years",https://www.junaidjamshed.com/periwinkle-blended-plain-kurta-trouser-jckpa39435.html
PERIWINKLE BLENDED CASUAL KURTA TROUSER,"PKR 3,790.00",J-10000144011,JCKP-A-46781/S25/JJ9350-CL,In stock,2 Years,https://www.junaidjamshed.com/periwinkle-blended-casual-kurta-trouser-jckpa46781.html
DULL BLUE BLENDED FORMAL KAMEEZ SHALWAR,"PKR 4,290.00",J-10000137398,JCKS-A-39326/S25/JJ10120-FL,In stock,"2 Years,4 Years,6 Years",https://www.junaidjamshed.com/dull-blue-blended-formal-kameez-shalwar-jcksa39326.html
FAWN BLENDED FORMAL KAMEEZ SHALWAR,"PKR 4,290.00",J-10000137403,JCKS-A-39327/S25/JJ10120-FL,In stock,"2 Years,4 Years,6 Years",https://www.junaidjamshed.com/fawn-blended-formal-kameez-shalwar-jcksa39327.html
LAVENDER BLENDED FORMAL KAMEEZ SHALWAR,"PKR 4,290.00",J-10000137408,JCKS-A-39328/S25/JJ10120-FL,In stock,"2 Years,4 Years,8 Years",https://www.junaidjamshed.com/lavender-blended-formal-kameez-shalwar-jcksa39328.html
SKY BLUE BLENDED PLAIN KAMEEZ SHALWAR,"PKR 3,790.00",J-10000140056,JCKS-A-39361/S25/JJ9815-PN,In stock,"2 Years,4 Years",https://www.junaidjamshed.com/sky-blue-blended-plain-kameez-shalwar-jcksa39361.html
GREY BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 4,290.00",J-10000143981,JCKS-A-39369/S25/JJ9766-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/grey-blended-semi-formal-kameez-shalwar-jcksa39369.html
PEACH BLENDED PLAIN KAMEEZ SHALWAR,"PKR 3,790.00",J-10000140061,JCKS-A-39373/S25/JJ9815-PN,In stock,"2 Years,4 Years,6 Years,8 Years",https://www.junaidjamshed.com/peach-blended-plain-kameez-shalwar-jcksa39373.html
MAROON LAWN PLAIN TROUSER,"PKR 1,990.00",J-10000091330,JJLT-S-25-8016 FB/BASIC-L-07,In stock,"S,M,L,XL",https://www.junaidjamshed.com/maroon-lawn-plain-trouser-jjlt-s-25-8016-fb-basic-l-07.html
GREEN LAWN PLAIN TROUSER,"PKR 1,990.00",J-10000091351,JJLT-S-25-8019 FB/BASIC-L-10,In stock,"S,M,L,XL",https://www.junaidjamshed.com/green-lawn-plain-trouser-jjlt-s-25-8019-fb-basic-l-10.html
PINK LAWN PLAIN TROUSER,"PKR 1,990.00",J-10000091344,JJLT-S-25-8018 FB/BASIC-L-09,In stock,"M,L",https://www.junaidjamshed.com/pink-lawn-plain-trouser-jjlt-s-25-8018-fb-basic-l-09.html
BLACK LAWN PRINTED SHALWAR,"PKR 2,090.00",J-10000109058,JJLT-S-25-364 FB/ESSENTIAL-16,In stock,"XS,S,M",https://www.junaidjamshed.com/black-lawn-printed-shalwar-jjlt-s-25-364-fb-essential-16.html
BLUE LAWN PRINTED TROUSER,"PKR 1,990.00",J-10000105463,JJLT-S-25-362 FB/ESSENTIALS-14,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-trouser-jjlt-s-25-362-fb-essentials-14.html
PINK RAW SILK PLAIN TROUSER,"PKR 2,290.00",J-10000089798,JJLT-S-25-8024 FB/JH-332,In stock,"S,M,L,XL",https://www.junaidjamshed.com/pink-raw-silk-plain-trouser-jjlt-s-25-8024-fb-jh-332.html
GREEN SILK BASIC TROUSER,"PKR 2,290.00",J-10000091365,JJLT-S-25-8023 FB/MISC TROUSER-04,In stock,"S,M,L,XL",https://www.junaidjamshed.com/green-silk-basic-trouser-jjlt-s-25-8023-fb-misc-trouser-04.html
PURPLE LAWN PRINTED TROUSER,"PKR 1,990.00",J-10000109929,JJLT-S-25-365 FB/ESSENTIAL-17,In stock,"XS,S,M,L",https://www.junaidjamshed.com/purple-lawn-printed-trouser-jjlt-s-25-365-fb-essential-17.html
BLUE IMPURE CHIFFON DUPATTA,"PKR 2,490.00",10000091639,JLDP-S-25-2635 FB/BASIC-06,In stock,,https://www.junaidjamshed.com/blue-impure-chiffon-dupatta-jldp-s-25-2635-fb-basic-06.html
GREEN IMPURE CHIFFON DUPATTA,"PKR 2,490.00",10000091641,JLDP-S-25-2637 FB/BASIC-08,In stock,,https://www.junaidjamshed.com/green-impure-chiffon-dupatta-jldp-s-25-2637-fb-basic-08.html
BEIGE LAWN PRINTED DUPATTA,"PKR 3,290.00",10000097858,JLDP-S-25-2631 FB/PRINT-05,In stock,,https://www.junaidjamshed.com/beige-lawn-printed-dupatta-jldp-s-25-2631-fb-print-05.html
PINK LAWN PRINTED DUPATTA,"PKR 3,290.00",10000097857,JLDP-S-25-2630 FB/PRINT-04,In stock,,https://www.junaidjamshed.com/pink-lawn-printed-dupatta-jldp-s-25-2630-fb-print-04.html
PINK IMPURE CHIFFON DUPATTA,"PKR 2,490.00",10000091640,JLDP-S-25-2636 FB/BASIC-07,In stock,,https://www.junaidjamshed.com/pink-impure-chiffon-dupatta-jldp-s-25-2636-fb-basic-07.html
BLUE LAWN PRINTED TROUSER,"PKR 1,990.00",J-10000133833,JJLT-S-25-366 FB/ESSENTIAL-18,In stock,"S,M,L",https://www.junaidjamshed.com/blue-lawn-printed-trouser-jjlt-s-25-366-fb-essential-18.html
OFF WHITE JACQUARD TROUSER,"PKR 2,490.00",J-10000137254,JJLT-S-25-8027 FB/TR-07,In stock,S,https://www.junaidjamshed.com/off-white-jacquard-trouser-jjlt-s-25-8027-fb-tr-07.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000090932,JLAWN-S-25-3018 BAHARAIN-B-10,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3018-baharain-b-10.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000090937,JLAWN-S-25-3023 BAHARAIN-B-15,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3023-baharain-b-15.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000090936,JLAWN-S-25-3022 BAHARAIN-B-14,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3022-baharain-b-14.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000090938,JLAWN-S-25-3024 BAHARAIN-B-16,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3024-baharain-b-16.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000105119,JLAWN-S-25-3257 ETHNIC CRAFT-5,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3257-ethnic-craft-5.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000090935,JLAWN-S-25-3021 BAHARAIN-B-13,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3021-baharain-b-13.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000105120,JLAWN-S-25-3259 ETHNIC CRAFT-7,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3259-ethnic-craft-7.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000105121,JLAWN-S-25-3260 ETHNIC CRAFT-8,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3260-ethnic-craft-8.html
BLACK LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106545,JLAWN-S-25-3272 KANTHA KAHANI-8,In stock,,https://www.junaidjamshed.com/black-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3272-kantha-kahani-8.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000105122,JLAWN-S-25-3261 ETHNIC CRAFT-9,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3261-ethnic-craft-9.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000105123,JLAWN-S-25-3262 ETHNIC CRAFT-10,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3262-ethnic-craft-10.html
MULTICOLOR LAWN EMBROIDERED UNSTITCHED 3PC,"PKR 6,290.00",10000105124,JLAWN-S-25-3263 ETHNIC CRAFT-11,In stock,,https://www.junaidjamshed.com/multicolor-lawn-embroidered-unstitched-3pc-jlawn-s-25-3263-ethnic-craft-11.html
BLUE LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106548,JLAWN-S-25-3270 KANTHA KAHANI-6,In stock,,https://www.junaidjamshed.com/blue-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3270-kantha-kahani-6.html
BLUE LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106547,JLAWN-S-25-3267 KANTHA KAHANI-3,In stock,,https://www.junaidjamshed.com/blue-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3267-kantha-kahani-3.html
GREEN LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106551,JLAWN-S-25-3265 KANTHA KAHANI-1,In stock,,https://www.junaidjamshed.com/green-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3265-kantha-kahani-1.html
GREY LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106552,JLAWN-S-25-3268 KANTHA KAHANI-4,In stock,,https://www.junaidjamshed.com/grey-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3268-kantha-kahani-4.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106561,JLAWN-S-25-3274 FLORAL CHUNDRI-2,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3274-floral-chundri-2.html
MULTICOLOR LAWN DIGITAL PRINTED UNSTITCHED 3PC,"PKR 4,190.00",10000106559,JLAWN-S-25-3271 KANTHA KAHANI-7,In stock,,https://www.junaidjamshed.com/multicolor-lawn-digital-printed-unstitched-3pc-jlawn-s-25-3271-kantha-kahani-7.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106560,JLAWN-S-25-3273 FLORAL CHUNDRI-1,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3273-floral-chundri-1.html
MULTICOLOR LAWN PRINTED UNSTITCHED 3PC,"PKR 3,490.00",10000106562,JLAWN-S-25-3275 FLORAL CHUNDRI-3,In stock,,https://www.junaidjamshed.com/multicolor-lawn-printed-unstitched-3pc-jlawn-s-25-3275-floral-chundri-3.html
BLACK PRINTED LAWN KURTI,"PKR 2,690.00",J-10000100893,JJLK-S-JSS-25-370 FB/ESSENTIALS-22,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/black-lawn-printed-kurti-jjlk-s-jss-25-370-fb-essentials-22.html
MULTICOLOR PRINTED LAWN KURTI,"PKR 2,690.00",J-10000100899,JJLK-S-JSS-25-371 FB/ESSENTIALS-23,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/multicolor-lawn-printed-kurti-jjlk-s-jss-25-371-fb-essentials-23.html
BEIGE PRINTED LAWN KURTI,"PKR 2,690.00",J-10000102887,JJLK-S-JSS-25-368 FB/ESSENTIALS-20,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-lawn-printed-kurti-jjlk-s-jss-25-368-fb-essentials-20.html
MUSTARD PRINTED LAWN KURTI,"PKR 2,690.00",J-10000102881,JJLK-S-JSS-25-367 FB/ESSENTIALS-19,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/mustard-lawn-printed-kurti-jjlk-s-jss-25-367-fb-essentials-19.html
PINK PRINTED LAWN KURTI,"PKR 2,690.00",J-10000102893,JJLK-S-JSS-25-369 FB/ESSENTIALS-21,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/pink-lawn-printed-kurti-jjlk-s-jss-25-369-fb-essentials-21.html
RED PRINTED LAWN KURTI,"PKR 2,690.00",J-10000100905,JJLK-S-JSS-25-372 FB/ESSENTIALS-24,In stock,"S,M,L,XL",https://www.junaidjamshed.com/red-lawn-printed-kurti-jjlk-s-jss-25-372-fb-essentials-24.html
BLUE LAWN PRINTED KURTI,"PKR 2,690.00",J-10000105795,JJLK-S-JSS-25-361 FB/ESSENTIALS-13,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-kurti-jjlk-s-jss-25-361-fb-essentials-13.html
BLUE LAWN PRINTED KURTI,"PKR 2,690.00",J-10000105807,JJLK-S-JSS-25-362 FB/ESSENTIALS-14,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-kurti-jjlk-s-jss-25-362-fb-essentials-14.html
LILAC LAWN EMBROIDERED KURTI,"PKR 6,490.00",J-10000105831,JJLK-S-JSS-25-385 FB/CHICKEN KARI-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/lilac-lawn-embroidered-kurti-jjlk-s-jss-25-385-fb-chicken-kari-1.html
PINK LAWN EMBROIDERED KURTI,"PKR 6,490.00",J-10000105843,JJLK-S-JSS-25-386 FB/CHICKEN KARI-2,In stock,"XS,S,L",https://www.junaidjamshed.com/pink-lawn-embroidered-kurti-jjlk-s-jss-25-386-fb-chicken-kari-2.html
BLUE LAWN PRINTED KURTI,"PKR 2,690.00",J-10000105819,JJLK-S-JSS-25-363 FB/ESSENTIALS-15,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-kurti-jjlk-s-jss-25-363-fb-essentials-15.html
BLACK LAWN PRINTED KURTI,"PKR 2,690.00",J-10000109086,JJLK-S-JSS-25-364 FB/ESSENTIAL-16,In stock,"XS,S,M,L",https://www.junaidjamshed.com/black-lawn-printed-kurti-jjlk-s-jss-25-364-fb-essential-16.html
BLUE LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000109955,JJLK-S-JSS-25-377 FB/CLASSIC FLARE-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-embroidered-kurti-jjlk-s-jss-25-377-fb-classic-flare-01.html
BLUE LAWN PRINTED KURTI,"PKR 2,690.00",J-10000109098,JJLK-S-JSS-25-366 FB/ESSENTIAL-18,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-kurti-jjlk-s-jss-25-366-fb-essential-18.html
BEIGE LAWN EMBROIDERED KURTI,"PKR 6,890.00",J-10000111891,JJLK-S-JSS-25-380 FB/CLASSIC FLARE-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-lawn-embroidered-kurti-jjlk-s-jss-25-380-fb-classic-flare-04.html
PURPLE LAWN PRINTED KURTI,"PKR 2,690.00",J-10000112061,JJLK-S-JSS-25-365 FB/ESSENTIAL-17,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/purple-lawn-printed-kurti-jjlk-s-jss-25-365-fb-essential-17.html
BLUE DOBBY EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000114994,JLAWN-S-25-118/S MAHARANI-02,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-dobby-embroidered-3pc-stitched-jlawn-s-25-118-s-maharani-02.html
GREEN DYED JACQUARD KURTI,"PKR 4,590.00",J-10000112306,JJLK-S-JSS-25-402 FB/ROYAL-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-dyed-jacquard-kurti-jjlk-s-jss-25-402-fb-royal-04.html
BEIGE COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 11,990.00",J-10000114839,JLAWN-S-25-090/S GRACEFUL GLAMOUR-02,In stock,"S,M,L,XL",https://www.junaidjamshed.com/beige-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-090-s-graceful-glamour-02.html
BLUE COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 11,490.00",J-10000114851,JLAWN-S-25-092/S GRACEFUL GLAMOUR-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-092-s-graceful-glamour-04.html
BLUE DOBBY EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000114970,JLAWN-S-25-113/S CROSS STITCH-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-dobby-embroidered-3pc-stitched-jlawn-s-25-113-s-cross-stitch-01.html
BEIGE DOBBY EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000114863,JLAWN-S-25-115/S CROSS STITCHED-03,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/beige-dobby-embroidered-3pc-stitched-jlawn-s-25-115-s-cross-stitched-03.html
PISTA DOBBY EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000114982,JLAWN-S-25-117/S MAHARANI-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/pista-dobby-embroidered-3pc-stitched-jlawn-s-25-117-s-maharani-01.html
LILAC DOBBY EMBROIDERED 3PC STITCHED,"PKR 13,990.00",J-10000115006,JLAWN-S-25-119/S MAHARANI-03,In stock,XL,https://www.junaidjamshed.com/lilac-dobby-embroidered-3pc-stitched-jlawn-s-25-119-s-maharani-03.html
BLACK COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 11,490.00",J-10000115498,JLAWN-S-25-102/S SHEER ELEGANCE-02,In stock,"XS,S",https://www.junaidjamshed.com/black-silk-embroidered-3pc-stitched-jlawn-s-25-102-s-sheer-elegance-02.html
BLUE LAWN SCHIFFLI 3PC STITCHED,"PKR 13,990.00",J-10000115534,JLAWN-S-25-160/S SCHIFFLI BLISS-03,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-schiffli-3pc-stitched-jlawn-s-25-160-s-schiffli-bliss-03.html
RED LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000117422,JLAWN-S-25-148/S FUSION FINESSE-5,In stock,M,https://www.junaidjamshed.com/red-lawn-embroidered-3pc-stitched-jlawn-s-25-148-s-fusion-finesse-5.html
BEIGE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000117838,JLAWN-S-25-147/S FUSION FINEESE-4,In stock,"M,L,XL",https://www.junaidjamshed.com/beige-lawn-embroidered-3pc-stitched-jlawn-s-25-147-s-fusion-fineese-4.html
MAROON LAWN EMBROIDERED 3PC STITCHED,"PKR 7,490.00",J-10000117398,JLAWN-S-25-077/S CHUNRI-5,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/maroon-lawn-embroidered-3pc-stitched-jlawn-s-25-077-s-chunri-5.html
BEIGE LAWN EMBROIDERED 3PC STITCHED,"PKR 8,990.00",J-10000117826,JLAWN-S-25-145/S FUSION FINEESE-2,In stock,"S,M",https://www.junaidjamshed.com/beige-lawn-embroidered-3pc-stitched-jlawn-s-25-145-s-fusion-fineese-2.html
BLUE LAWN EMBROIDERED 3PC STITCHED,"PKR 8,990.00",J-10000119032,JLAWN-S-25-149/S FUSION FINESSE-6,In stock,M,https://www.junaidjamshed.com/blue-lawn-embroidered-3pc-stitched-jlawn-s-25-149-s-fusion-finesse-6.html
BLUE LAWN EMBROIDERED 3PC STITCHED,"PKR 8,490.00",J-10000119020,JLAWN-S-25-080/S CHUNRI-8,In stock,"XS,S,M",https://www.junaidjamshed.com/blue-lawn-embroidered-3pc-stitched-jlawn-s-25-080-s-chunri-8.html
BLUE CHIFFON EMBROIDERED 3PC STITCHED,"PKR 12,990.00",J-10000120234,JLAWN-S-25-152/S PASTEL HUES-07,In stock,"S,M,L",https://www.junaidjamshed.com/blue-chiffon-embroidered-3pc-stitched-jlawn-s-25-152-s-pastel-hues-07.html
CREAM CHIFFON EMBROIDERED 3PC STITCHED,"PKR 12,990.00",J-10000119044,JLAWN-S-25-150/S PASTEL HUES-05,In stock,"S,M,L,XL",https://www.junaidjamshed.com/cream-chiffon-embroidered-3pc-stitched-jlawn-s-25-150-s-pastel-hues-05.html
PINK COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 11,490.00",J-10000114827,JLAWN-S-25-089/S GRACEFUL GLAMOUR-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/pink-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-089-s-graceful-glamour-01.html
MAROON LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000107050,JLAWN-S-25-073/S LINES-1,In stock,"XS,M",https://www.junaidjamshed.com/maroon-lawn-embroidered-3pc-stitched-jlawn-s-25-073-s-lines-1.html
MUSTARD COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 17,290.00",J-10000107122,JJPW-S-JPS-25-3907 FB/DANEEN-7,In stock,"XS,S,L",https://www.junaidjamshed.com/mustard-cotton-silk-embroidered-3pc-stitched-jjpw-s-jps-25-3907-fb-daneen-7.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000107062,JLAWN-S-25-076/S LINES-4,In stock,"XS,S,M,L",https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-076-s-lines-4.html
PINK LAWN EMBROIDERED 3PC STITCHED,"PKR 11,990.00",J-10000111711,JLAWN-S-25-094/S LUCKNOW LUXE-2,In stock,"S,M",https://www.junaidjamshed.com/pink-lawn-embroidered-3pc-stitched-jlawn-s-25-094-s-lucknow-luxe-2.html
RUST COTTON NET EMBROIDERED 3PC STITCHED,"PKR 23,990.00",J-10000107134,JJPW-S-JPS-25-3923 FB/INARA-9,In stock,"XS,L",https://www.junaidjamshed.com/rust-cotton-embroidered-3pc-stitched-jjpw-s-jps-25-3923-fb-inara-9.html
PINK LAWN SCHIFFLI 3PC STITCHED,"PKR 13,990.00",J-10000109018,JLAWN-S-25-158/S SCHIFFLI BLISS-01,In stock,M,https://www.junaidjamshed.com/pink-lawn-schiffli-3pc-stitched-jlawn-s-25-158-s-schiffli-bliss-01.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000109006,JLAWN-S-25-075/S LINES-3,In stock,"S,M,XL",https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-075-s-lines-3.html
MUSTARD COTTON EMBROIDERED 3PC STITCHED,"PKR 19,990.00",J-10000107520,JJPW-S-JPS-25-3922 FB/INARA-8,In stock,"XS,S,M,XL",https://www.junaidjamshed.com/mustard-cotton-embroidered-3pc-stitched-jjpw-s-jps-25-3922-fb-inara-8.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 11,990.00",J-10000109893,JLAWN-S-25-095/S LUCKNOW LUXE-3,In stock,"S,M,XL",https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-095-s-lucknow-luxe-3.html
PURPLE LAWN EMBROIDERED 3PC STITCHED,"PKR 7,990.00",J-10000111687,JLAWN-S-25-078/S CHUNRI-6,In stock,"XS,M,L,XL",https://www.junaidjamshed.com/purple-lawn-embroidered-3pc-stitched-jlawn-s-25-078-s-chunri-6.html
BROWN LAWN EMBROIDERED 3PC STITCHED,"PKR 12,490.00",J-10000111723,JLAWN-S-25-100/S ASSUIT-8,In stock,"S,M,L,XL",https://www.junaidjamshed.com/brown-lawn-embroidered-3pc-stitched-jlawn-s-25-100-s-assuit-8.html
BLUE COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 12,490.00",J-10000111735,JLAWN-S-25-101/S SHEER ELEGANCE-01,In stock,"XS,S,M,L",https://www.junaidjamshed.com/blue-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-101-s-sheer-elegance-01.html
MUSTARD LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000111771,JLAWN-S-25-106/S SHAHJAHAN-02,In stock,"XS,S,L,XL",https://www.junaidjamshed.com/mustard-lawn-embroidered-3pc-stitched-jlawn-s-25-106-s-shahjahan-02.html
BROWN COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 12,490.00",J-10000111747,JLAWN-S-25-103/S SHEER ELEGANCE-03,In stock,"S,XL",https://www.junaidjamshed.com/brown-cotton-silk-embroidered-3pc-stitched-jlawn-s-25-103-s-sheer-elegance-03.html
BLUE LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000111783,JLAWN-S-25-108/S SHAHJAHAN-04,In stock,"XS,S,M,L",https://www.junaidjamshed.com/blue-lawn-embroidered-3pc-stitched-jlawn-s-25-108-s-shahjahan-04.html
GREEN DOBBY EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000111795,JLAWN-S-25-114/S CROSS STITCHED-02,In stock,"XS,S,M,L",https://www.junaidjamshed.com/green-dobby-embroidered-3pc-stitched-jlawn-s-25-114-s-cross-stitched-02.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 9,490.00",J-10000111759,JLAWN-S-25-105/S SHAHJAHAN-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-105-s-shahjahan-01.html
PEACH LAWN EMBROIDERED 2PC STITCHED,"PKR 8,990.00",J-10000135416,JLAWN-S-JDS-25-1084/S FB/JAIPUR-01,In stock,"M,L,XL",https://www.junaidjamshed.com/peach-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1084-s-fb-jaipur-01.html
ORANGE DOBBY EMBROIDERED 3PC STITCHED,"PKR 9,990.00",J-10000111807,JLAWN-S-25-116/S CROSS STITCHED-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/orange-dobby-embroidered-3pc-stitched-jlawn-s-25-116-s-cross-stitched-04.html
