Title,Price,SKU#,Article-Code,Availability,Sizes,URL
BROWN COTTON KURTA TROUSER,"PKR 8,490.00",J-10000122910,JJKP-A-33280/S25/JJ9740-CL,In stock,"M,L,XL",https://www.junaidjamshed.com/brown-cotton-kurta-trouser-jjkp-a-33280-s25-jj9740-cl.html
MAROON BLENDED KURTA TROUSER,"PKR 9,490.00",J-10000124865,JJKP-A-33279/S25/JJ9936-CL,In stock,"M,L",https://www.junaidjamshed.com/maroon-blended-kurta-trouser-jjkp-a-33279-s25-jj9936-cl.html
GREY BLENDED KURTA TROUSER,"PKR 9,490.00",J-10000129478,JJKP-A-33278/S25/JJ9936-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/grey-blended-kurta-trouser-jjkp-a-33278-s25-jj9936-cl.html
BROWN BLENDED KURTA TROUSER,"PKR 8,490.00",J-10000129484,JJKP-A-33334/S25/JJ10083-SF,In stock,"M,L",https://www.junaidjamshed.com/brown-blended-kurta-trouser-jjkp-a-33334-s25-jj10083-sf.html
FAWN BLENDED KURTA TROUSER,"PKR 8,490.00",J-10000126439,JJKP-A-33340/S25/JJ10066-CL,In stock,XL,https://www.junaidjamshed.com/fawn-blended-kurta-trouser-jjkp-a-33340-s25-jj10066-cl.html
BLACK BLENDED KURTA TROUSER,"PKR 9,490.00",J-10000126433,JJKP-A-33339/S25/JJ9936-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-blended-kurta-trouser-jjkp-a-33339-s25-jj9936-cl.html
BLUE BLENDED KURTA TROUSER,"PKR 8,990.00",J-10000129490,JJKP-A-33341/S25/JJ9869-SF,In stock,"L,XL",https://www.junaidjamshed.com/blue-blended-kurta-trouser-jjkp-a-33341-s25-jj9869-sf.html
GREY BLENDED KURTA TROUSER,"PKR 7,990.00",J-10000133485,JJKP-A-33348/S25/JJ9950-SF,In stock,XL,https://www.junaidjamshed.com/grey-blended-kurta-trouser-jjkp-a-33348-s25-jj9950-sf.html
DARK GREEN COTTON KURTA TROUSER,"PKR 8,990.00",J-10000129514,JJKP-A-33351/S25/JJ9754-SF,In stock,"M,L",https://www.junaidjamshed.com/dark-green-cotton-kurta-trouser-jjkp-a-33351-s25-jj9754-sf.html
MEHNDI GREEN BLENDED KURTA TROUSER,"PKR 8,490.00",J-10000129496,JJKP-A-33342/S25/JJ9937-SF,In stock,XL,https://www.junaidjamshed.com/mehndi-green-polyester-kurta-trouser-jjkp-a-33342-s25-jj9937-sf.html
OFF WHITE BLENDED KURTA TROUSER | JJKP-A-33216,"PKR 7,990.00",J-10000122922,JJKP-A-33216/S25/JJ9664-FL,In stock,L,https://www.junaidjamshed.com/off-white-blended-kurta-trouser-jjkp-a-33216.html
WHITE BLENDED KAMEEZ SHALWAR & WAISTCOAT | JJKSVC-A-47393,"PKR 19,990.00",J-10000128270,JJKSVC-A-47393/S25/JJ9582-PN,In stock,L,https://www.junaidjamshed.com/white-blended-kameez-shalwar-jjksvc-a-47393.html
BLUE LAWN PRINTED KURTI,"PKR 3,890.00",J-10000097941,JGLK-S-JGS-25-2516 FB/BLOCK GIRL-01,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/blue-lawn-printed-kurti-jglk-s-jgs-25-2516-fb-block-girl-01.html
GREEN LAWN PRINTED KURTI,"PKR 3,890.00",J-10000097949,JGLK-S-JGS-25-2517 FB/BLOCK GIRL-02,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/green-lawn-printed-kurti-jglk-s-jgs-25-2517-fb-block-girl-02.html
OFF WHITE DOBBY EMBROIDERED KURTI,"PKR 3,490.00",J-10000107257,JGLK-S-JGS-25-2514 FB/FOLKLORE-2,In stock,"4-5 Y,6-7 Y,7-8 Y,8-9 Y",https://www.junaidjamshed.com/off-white-dobby-embroidered-kurti-jglk-s-jgs-25-2514-fb-folklore-2.html
MULTICOLOR LAWN PRINTED KURTI,"PKR 3,890.00",J-10000099180,JGLK-S-JGS-25-2518 FB/BLOCK GIRL-03,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/multicolor-lawn-printed-kurti-jglk-s-jgs-25-2518-fb-block-girl-03.html
PINK DOBBY EMBROIDERED KURTI,"PKR 3,190.00",J-10000107249,JGLK-S-JGS-25-2513 FB/FOLKLORE-1,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/pink-dobby-embroidered-kurti-jglk-s-jgs-25-2513-fb-folklore-1.html
GREY DOBBY EMBROIDERED KURTI,"PKR 3,190.00",J-10000107265,JGLK-S-JGS-25-2515 FB/FOLKLORE-3,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/grey-dobby-embroidered-kurti-jglk-s-jgs-25-2515-fb-folklore-3.html
GREEN DOBBY PRINTED 2PC STITCHED,"PKR 5,590.00",J-10000113927,JGKL-S-JGST-25-5615 FB/BLOCK COORDS-02,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/green-dobby-printed-2pc-stitched-jgkl-s-jgst-25-5615-fb-block-coords-02.html
TEAL GREEN LAWN PRINTED 2PC STITCHED,"PKR 5,890.00",J-10000113943,JGKL-S-JGST-25-5617 FB/BLOCK COORDS-04,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/teal-green-lawn-printed-2pc-stitched-jgkl-s-jgst-25-5617-fb-block-coords-04.html
ORANGE LAWN PRINTED 2PC STITCHED,"PKR 5,590.00",J-10000114904,JGKL-S-JGST-25-5614 FB/BLOCK COORDS-01,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/orange-lawn-printed-2pc-stitched-jgkl-s-jgst-25-5614-fb-block-coords-01.html
MUSTARD LAWN PRINTED 2PC STITCHED,"PKR 5,890.00",J-10000114475,JGKL-S-JGST-25-5618 FB/BLOCK COORDS-05,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/mustard-lawn-printed-2pc-stitched-jgkl-s-jgst-25-5618-fb-block-coords-05.html
RED LAWN PRINTED 2PC STITCHED,"PKR 5,890.00",J-10000117746,JGKL-S-JGST-25-5619 FB/BLOCK COORDS-06,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/red-lawn-printed-2pc-stitched-jgkl-s-jgst-25-5619-fb-block-coords-06.html
BLUE LAWN PRINTED 2PC STITCHED,"PKR 5,590.00",J-10000118908,JGKL-S-JGST-25-5616 FB/BLOCK COORDS-03,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/blue-lawn-printed-2pc-stitched-jgkl-s-jgst-25-5616-fb-block-coords-03.html
BLUE LAWN EMBROIDERED 2PC STITCHED,"PKR 4,090.00",J-10000121064,JGKL-S-JGST-25-5620 FB/ETHNIQUE-1,In stock,"3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y",https://www.junaidjamshed.com/blue-lawn-embroidered-2pc-stitched-jgkl-s-jgst-25-5620-fb-ethnique-1.html
PISTA LAWN EMBROIDERED 2PC STITCHED,"PKR 4,390.00",J-10000121088,JGKL-S-JGST-25-5623 FB/ETHNIQUE-4,In stock,"5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/pista-lawn-embroidered-2pc-stitched-jgkl-s-jgst-25-5623-fb-ethnique-4.html
GREY LAWN EMBROIDERED 2PC STITCHED,"PKR 4,090.00",J-10000121080,JGKL-S-JGST-25-5622 FB/ETHNIQUE-3,In stock,"3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/grey-lawn-embroidered-2pc-stitched-jgkl-s-jgst-25-5622-fb-ethnique-3.html
PINK COTTON SILK EMBROIDERED 3PC STITCHED,"PKR 9,290.00",J-10000087973,JGKL-S-JGF-25-1901 FB/SHIREEN-01,In stock,"4-5 Y,8-9 Y",https://www.junaidjamshed.com/pink-cotton-silk-embroidered-3pc-stitched-jgkl-s-jgf-25-1901-fb-shireen-01.html
MUSTARD LAWN EMBROIDERED 3PC STITCHED,"PKR 4,690.00",J-10000111941,JGK-S-JGP-25-1568 FB/ZARI-6,In stock,"3-4 Y,5-6 Y,7-8 Y,8-9 Y",https://www.junaidjamshed.com/mustard-lawn-embroidered-3pc-stitched-jgk-s-jgp-25-1568-fb-zari-6.html
GREY DOBBY EMBROIDERED 3PC STITCHED,"PKR 5,490.00",J-10000111925,JGK-S-JGP-25-1564 FB/ETHNIC ADORN-4,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/grey-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1564-fb-ethnic-adorn-4.html
GREEN DOBBY EMBROIDERED 3PC STITCHED,"PKR 6,590.00",J-10000111531,JGK-S-JGP-25-1572 FB/RANI-G-01,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/green-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1572-fb-rani-g-01.html
PINK DOBBY EMBROIDERED 3PC STITCHED,"PKR 6,990.00",J-10000111957,JGK-S-JGP-25-1575 FB/RANI G-4,In stock,"2-3 Y,3-4 Y,4-5 Y,6-7 Y,7-8 Y,8-9 Y",https://www.junaidjamshed.com/pink-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1575-fb-rani-g-4.html
BLUE DOBBY EMBROIDERED 3PC STITCHED,"PKR 5,490.00",J-10000114507,JGK-S-JGP-25-1561 FB/ETHNIC ADORN-1,In stock,"2-3 Y,3-4 Y,4-5 Y,6-7 Y,7-8 Y,8-9 Y",https://www.junaidjamshed.com/blue-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1561-fb-ethnic-adorn-1.html
PINK DOBBY EMBROIDERED 3PC STITCHED,"PKR 5,790.00",J-10000114523,JGK-S-JGP-25-1562 FB/ETHNIC ADORN-2,In stock,4-5 Y,https://www.junaidjamshed.com/pink-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1562-fb-ethnic-adorn-2.html
GREEN DOBBY EMBROIDERED 3PC STITCHED,"PKR 5,490.00",J-10000114539,JGK-S-JGP-25-1563 FB/ETHNIC ADORN-3,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,9-10 Y",https://www.junaidjamshed.com/green-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1563-fb-ethnic-adorn-3.html
IVORY DOBBY EMBROIDERED 3PC STITCHED,"PKR 5,490.00",J-10000114555,JGK-S-JGP-25-1565 FB/ETHNIC ADORN-5,In stock,"3-4 Y,4-5 Y,6-7 Y,7-8 Y",https://www.junaidjamshed.com/ivory-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1565-fb-ethnic-adorn-5.html
LILAC DOBBY EMBROIDERED 3PC STITCHED,"PKR 5,790.00",J-10000114571,JGK-S-JGP-25-1566 FB/ETHNIC ADORN-6,In stock,"6-7 Y,8-9 Y",https://www.junaidjamshed.com/lilac-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1566-fb-ethnic-adorn-6.html
BLUE ORGANZA EMBROIDERED 3PC STITCHED,"PKR 4,990.00",J-10000114587,JGK-S-JGP-25-1569 FB/ZARI-7,In stock,"4-5 Y,7-8 Y",https://www.junaidjamshed.com/blue-organza-embroidered-3pc-stitched-jgk-s-jgp-25-1569-fb-zari-7.html
BLUE DOBBY EMBROIDERED 3PC STITCHED,"PKR 6,990.00",J-10000114920,JGK-S-JGP-25-1573 FB/RANI G-02,In stock,"3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/blue-dobby-embroidered-3pc-stitched-jgk-s-jgp-25-1573-fb-rani-g-02.html
PURPLE LAWN PRINTED 3PC STITCHED,"PKR 5,190.00",J-10000115466,JGK-S-JGP-25-1547 FB/CHUNRI TREAT-5,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,8-9 Y",https://www.junaidjamshed.com/purple-lawn-printed-3pc-stitched-jgk-s-jgp-25-1547-fb-chunri-treat-5.html
GREEN LAWN PRINTED 3PC STITCHED,"PKR 5,190.00",J-10000117754,JGK-S-JGP-25-1544 FB/CHUNRI TREAT-2,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y",https://www.junaidjamshed.com/green-lawn-printed-3pc-stitched-jgk-s-jgp-25-1544-fb-chunri-treat-2.html
PINK LAWN PRINTED 3PC STITCHED,"PKR 5,190.00",J-10000115482,JGK-S-JGP-25-1548 FB/CHUNRI TREAT-6,In stock,"2-3 Y,4-5 Y,8-9 Y",https://www.junaidjamshed.com/pink-lawn-printed-3pc-stitched-jgk-s-jgp-25-1548-fb-chunri-treat-6.html
GREY LAWN PRINTED 3PC STITCHED,"PKR 5,190.00",J-10000117762,JGK-S-JGP-25-1545 FB/CHUNRI TREAT-3,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/grey-lawn-printed-3pc-stitched-jgk-s-jgp-25-1545-fb-chunri-treat-3.html
YELLOW LAWN PRINTED 3PC STITCHED,"PKR 5,190.00",J-10000117770,JGK-S-JGP-25-1546 FB/CHUNRI TREAT-4,In stock,"2-3 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y",https://www.junaidjamshed.com/yellow-lawn-printed-3pc-stitched-jgk-s-jgp-25-1546-fb-chunri-treat-4.html
BLUE LAWN PRINTED 3PC STITCHED,"PKR 6,590.00",J-10000120810,JGK-S-JGP-25-1554 FB/BLOCK GOLD -6,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/blue-lawn-printed-3pc-stitched-jgk-s-jgp-25-1554-fb-block-gold-6.html
GREEN TEXTURED EMBROIDERED KURTI,"PKR 4,990.00",J-10000101506,JYGK-S-JTS-25-4035 FB/DASTAAN-2,In stock,"12 Years,14 Years",https://www.junaidjamshed.com/green-textured-embroidered-kurti-jygk-s-jts-25-4035-fb-dastaan-2.html
MULTICOLOR LAWN PRINTED 3PC STITCHED,"PKR 6,590.00",J-10000121128,JGK-S-JGP-25-1549 FB/BLOCK GOLD-1,In stock,"2-3 Y,3-4 Y,4-5 Y,5-6 Y,6-7 Y,7-8 Y,8-9 Y,9-10 Y",https://www.junaidjamshed.com/multicolor-lawn-printed-3pc-stitched-jgk-s-jgp-25-1549-fb-block-gold-1.html
RED TEXTURED EMBROIDERED KURTI,"PKR 4,990.00",J-10000105128,JYGK-S-JTS-25-4036 FB/DASTAAN-03,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/red-textured-embroidered-kurti-jygk-s-jts-25-4036-fb-dastaan-03.html
BLUE TEXTURED EMBROIDERED KURTI,"PKR 5,990.00",J-10000105893,JYGK-S-JTS-25-4038 FB/DASTAAN-05,In stock,"12 Years,14 Years,18 Years",https://www.junaidjamshed.com/blue-textured-embroidered-kurti-jygk-s-jts-25-4038-fb-dastaan-05.html
PINK DOBBY EMBROIDERED KURTI,"PKR 5,690.00",J-10000107337,JYGK-S-JTS-25-4052 FB/SHEESHAKARI-03,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/pink-dobby-embroidered-kurti-jygk-s-jts-25-4052-fb-sheeshakari-03.html
GREEN DOBBY EMBROIDERED KURTI,"PKR 5,690.00",J-10000107341,JYGK-S-JTS-25-4053 FB/SHEESHAKARI-04,In stock,"12 Years,14 Years,18 Years",https://www.junaidjamshed.com/green-dobby-embroidered-kurti-jygk-s-jts-25-4053-fb-sheeshakari-04.html
MUSTARD TEXTURED EMBROIDERED KURTI,"PKR 4,990.00",J-10000109134,JYGK-S-JTS-25-4037 FB/DASTAAN-04,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/mustard-textured-embroidered-kurti-jygk-s-jts-25-4037-fb-dastaan-04.html
OFF WHITE TEXTURED EMBROIDERED KURTI,"PKR 6,990.00",J-10000114126,JYGK-S-JTS-25-4039 FB/DASTAAN-06,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/off-white-textured-embroidered-kurti-jygk-s-jts-25-4039-fb-dastaan-06.html
LILAC DOBBY EMBROIDERED KURTI,"PKR 5,690.00",J-10000114134,JYGK-S-JTS-25-4050 FB/SHEESHAKARI-01,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/lilac-dobby-embroidered-kurti-jygk-s-jts-25-4050-fb-sheeshakari-01.html
GREEN DOBBY EMBROIDERED KURTI,"PKR 5,690.00",J-10000114142,JYGK-S-JTS-25-4051 FB/SHEESHAKARI-02,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-dobby-embroidered-kurti-jygk-s-jts-25-4051-fb-sheeshakari-02.html
PINK LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000114940,JYGK-S-JTS-25-4047 FB/MUQAISH-02,In stock,"12 Years,14 Years,18 Years",https://www.junaidjamshed.com/pink-lawn-embroidered-kurti-jygk-s-jts-25-4047-fb-muqaish-02.html
YELLOW LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000114932,JYGK-S-JTS-25-4046 FB/MUQAISH-01,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/yellow-lawn-embroidered-kurti-jygk-s-jts-25-4046-fb-muqaish-01.html
GREEN LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000114948,JYGK-S-JTS-25-4048 FB/MUQAISH-03,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-lawn-embroidered-kurti-jygk-s-jts-25-4048-fb-muqaish-03.html
GREEN LAWN EMBROIDERED KURTI,"PKR 4,690.00",J-10000119164,JYGK-S-JTS-25-4049 FB/MUQAISH-04,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-lawn-embroidered-kurti-jygk-s-jts-25-4049-fb-muqaish-04.html
RUST LAWN EMBROIDERED 2PC STITCHED,"PKR 6,990.00",J-10000117502,JGK-S-JTST-25-425 FB/ROZANA-7,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/rust-lawn-embroidered-2pc-stitched-jgk-s-jtst-25-425-fb-rozana-7.html
BLUE LAWN EMBROIDERED 2PC STITCHED,"PKR 6,990.00",J-10000117518,JGK-S-JTST-25-427 FB/ROZANA-9,In stock,"12 Years,14 Years,18 Years",https://www.junaidjamshed.com/blue-lawn-embroidered-2pc-stitched-jgk-s-jtst-25-427-fb-rozana-9.html
GREEN LAWN PRINTED TROUSER,"PKR 1,890.00",J-10000092815,JGT-S-JTT-25-4040 FB/ESSENTIAL- T-11,In stock,"12 Years,14 Years,18 Years",https://www.junaidjamshed.com/green-lawn-printed-trouser-jgt-s-jtt-25-4040-fb-essential-t-11.html
MUSTARD LAWN EMBROIDERED 2PC STITCHED,"PKR 6,990.00",J-10000117526,JGK-S-JTST-25-428 FB/ROZANA-10,In stock,"14 Years,18 Years",https://www.junaidjamshed.com/mustard-lawn-embroidered-2pc-stitched-jgk-s-jtst-25-428-fb-rozana-10.html
LILAC LAWN PRINTED TROUSER,"PKR 1,890.00",J-10000092835,JGT-S-JTT-25-4045 FB/ESSENTIAL- T-16,In stock,"12 Years,18 Years",https://www.junaidjamshed.com/lilac-lawn-printed-trouser-jgt-s-jtt-25-4045-fb-essential-t-16.html
ORANGE LAWN PRINTED TROUSER,"PKR 1,790.00",J-10000092819,JGT-S-JTT-25-4041 FB/ESSENTIAL- T-12,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/orange-lawn-printed-trouser-jgt-s-jtt-25-4041-fb-essential-t-12.html
GREEN LAWN PRINTED TROUSER,"PKR 1,790.00",J-10000092823,JGT-S-JTT-25-4042 FB/ESSENTIAL- T-13,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-lawn-printed-trouser-jgt-s-jtt-25-4042-fb-essential-t-13.html
PINK LAWN PRINTED TROUSER,"PKR 1,790.00",J-10000092827,JGT-S-JTT-25-4043 FB/ESSENTIAL- T-14,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/pink-lawn-printed-trouser-jgt-s-jtt-25-4043-fb-essential-t-14.html
BLUE LAWN PRINTED TROUSER,"PKR 1,790.00",J-10000092831,JGT-S-JTT-25-4044 FB/ESSENTIAL- T-15,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/blue-lawn-printed-trouser-jgt-s-jtt-25-4044-fb-essential-t-15.html
PINK LAWN EMBROIDERED 2PC STITCHED,"PKR 7,990.00",J-10000109659,JLAWN-S-JDS-25-1077/S AARI-05,In stock,XS,https://www.junaidjamshed.com/pink-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1077-s-aari-05.html
BEIGE DOBBY EMBROIDERED 2PC STITCHED,"PKR 7,990.00",J-10000113849,JLAWN-S-JDS-25-1079/S FB/AARI-07,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-dobby-embroidered-2pc-stitched-jlawn-s-jds-25-1079-s-fb-aari-07.html
BLACK LAWN EMBROIDERED 2PC STITCHED,"PKR 7,290.00",J-10000120547,JLAWN-S-JDS-25-1080/S POLISHED MONOTONE-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/black-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1080-s-polished-monotone-1.html
WHITE LAWN EMBROIDERED 2PC STITCHED,"PKR 7,290.00",J-10000120553,JLAWN-S-JDS-25-1081/S POLISHED MONOTONE-2,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/white-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1081-s-polished-monotone-2.html
BLUE LAWN EMBROIDERED 2PC STITCHED,"PKR 7,290.00",J-10000120559,JLAWN-S-JDS-25-1082/S POLISHED MONOTONE-3,In stock,"S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1082-s-polished-monotone-3.html
GREY LAWN EMBROIDERED 2PC STITCHED,"PKR 8,990.00",J-10000132899,JLAWN-S-JDS-25-1087/S JAIPUR-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/grey-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1087-s-jaipur-04.html
GREEN LAWN EMBROIDERED 2PC STITCHED,"PKR 7,290.00",J-10000123442,JLAWN-S-JDS-25-1083/S POLISHED MONOTONE-4,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1083-s-polished-monotone-4.html
PISTA LAWN EMBROIDERED 2PC STITCHED,"PKR 8,990.00",J-10000132887,JLAWN-S-JDS-25-1085/S JAIPUR-02,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/pista-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1085-s-jaipur-02.html
GREEN RAW SILK EMBROIDERED 3PC STITCHED,"PKR 22,990.00",J-10000099421,JJPW-S-JPS-25-3915 FB/INARA-1,In stock,M,https://www.junaidjamshed.com/green-raw-silk-embroidered-3pc-stitched-jjpw-s-jps-25-3915-fb-inara-1.html
PISTA LAWN EMBROIDERED 2PC STITCHED,"PKR 8,990.00",J-10000132893,JLAWN-S-JDS-25-1086/S JAIPUR-03,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/pista-lawn-embroidered-2pc-stitched-jlawn-s-jds-25-1086-s-jaipur-03.html
OFF WHITE RAW SILK EMBROIDERED 3PC STITCHED,"PKR 14,990.00",J-10000098911,JJPW-S-JPS-25-3902 FB/DANEEN-2,In stock,"M,XL",https://www.junaidjamshed.com/off-white-raw-silk-embroidered-3pc-stitched-jjpw-s-jps-25-3902-fb-daneen-2.html
GREEN CHIFFON EMBROIDERED 3PC STITCHED,"PKR 16,990.00",J-10000098905,JLAWN-S-25-169/S SHIMMERING CHIC-08,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-chiffon-embroidered-3pc-stitched-jlawn-s-25-169-s-shimmering-chic-08.html
MAROON PAPER COTTON EMBROIDERED 3PC STITCHED,"PKR 14,990.00",J-10000099403,JJPW-S-JPS-25-3901 FB/DANEEN-1,In stock,"M,L,XL",https://www.junaidjamshed.com/maroon-paper-cotton-embroidered-3pc-stitched-jjpw-s-jps-25-3901-fb-daneen-1.html
GREEN RAW SILK EMBROIDERED 3PC STITCHED,"PKR 18,990.00",J-10000099409,JJPW-S-JPS-25-3903 FB/DANEEN-3,In stock,XL,https://www.junaidjamshed.com/green-raw-silk-embroidered-3pc-stitched-jjpw-s-jps-25-3903-fb-daneen-3.html
NAVY BLUE RAW SILK EMBROIDERED 3PC STITCHED,"PKR 18,990.00",J-10000099427,JJPW-S-JPS-25-3919 FB/INARA-5,In stock,S,https://www.junaidjamshed.com/navy-blue-raw-silk-embroidered-3pc-stitched-jjpw-s-jps-25-3919-fb-inara-5.html
BLUE LAWN EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000101083,JLAWN-S-25-111/S DHAKA DYNASTY-3,In stock,"XS,L",https://www.junaidjamshed.com/blue-lawn-embroidered-3pc-stitched-jlawn-s-25-111-s-dhaka-dynasty-3.html
GREEN LAWN EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000101077,JLAWN-S-25-110/S DHAKA DYNASTY-2,In stock,M,https://www.junaidjamshed.com/green-lawn-embroidered-3pc-stitched-jlawn-s-25-110-s-dhaka-dynasty-2.html
PEACH LAWN EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000101071,JLAWN-S-25-109/S DHAKA DYNASTY-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/peach-lawn-embroidered-3pc-stitched-jlawn-s-25-109-s-dhaka-dynasty-1.html
GREEN CHIFFON EMBROIDERED 3PC STITCHED,"PKR 16,990.00",J-10000101095,JLAWN-S-25-163/S SHIMMERING CHIC-02,In stock,XS,https://www.junaidjamshed.com/green-chiffon-embroidered-3pc-stitched-jlawn-s-25-163-s-shimmering-chic-02.html
YELLOW CHIFFON EMBROIDERED 3PC STITCHED,"PKR 16,990.00",J-10000101545,JLAWN-S-25-162/S SHIMMERING CHIC-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/yellow-chiffon-embroidered-3pc-stitched-jlawn-s-25-162-s-shimmering-chic-01.html
YELLOW LAWN EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000101089,JLAWN-S-25-112/S DHAKA DYNASTY-4,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/yellow-lawn-embroidered-3pc-stitched-jlawn-s-25-112-s-dhaka-dynasty-4.html
